"","X.1","X","status","bed","bath","acre_lot","city","state","house_size","house_price","size_level"
"10696",10696,118298,"for_sale",2,2,0.27,"Westerly","Rhode Island",1292,649.9,"1000-2000"
"10697",10697,118299,"for_sale",4,3,0.66,"Westerly","Rhode Island",1954,710,"1000-2000"
"10698",10698,118306,"for_sale",3,2,0.22,"Charlestown","Rhode Island",984,2250,"<1000"
"10699",10699,118308,"for_sale",3,2,0.49,"South Kingstown","Rhode Island",1504,525,"1000-2000"
"10700",10700,118309,"for_sale",3,3,0.42,"Narragansett","Rhode Island",2044,835,"2000-3000"
"10701",10701,118310,"for_sale",3,2,0.23,"Westerly","Rhode Island",952,465,"<1000"
"10702",10702,118311,"for_sale",3,3,0.56,"Westerly","Rhode Island",2000,875,"1000-2000"
"10703",10703,118312,"for_sale",2,2,0.35,"Narragansett","Rhode Island",1216,799.9,"1000-2000"
"10704",10704,118313,"for_sale",3,2,0.23,"Narragansett","Rhode Island",2289,1690,"2000-3000"
"10705",10705,118315,"for_sale",3,2,0.31,"Narragansett","Rhode Island",1664,2850,"1000-2000"
"10706",10706,118316,"for_sale",4,1,0.14,"Narragansett","Rhode Island",1090,749,"1000-2000"
"10707",10707,118322,"for_sale",3,3,0.35,"Ledyard","Connecticut",1248,265,"1000-2000"
"10708",10708,118324,"for_sale",2,2,0.03,"Narragansett","Rhode Island",1388,1350,"1000-2000"
"10709",10709,118334,"for_sale",3,2,1.05,"Charlestown","Rhode Island",1393,525,"1000-2000"
"10710",10710,118346,"for_sale",3,2,0.11,"South Kingstown","Rhode Island",1920,599.9,"1000-2000"
"10711",10711,118349,"for_sale",3,2,0.23,"Narragansett","Rhode Island",1709,725,"1000-2000"
"10712",10712,118351,"for_sale",2,2,1.99,"Charlestown","Rhode Island",2496,1274.9,"2000-3000"
"10713",10713,118352,"for_sale",3,3,0.29,"Narragansett","Rhode Island",1560,975,"1000-2000"
"10714",10714,118355,"for_sale",3,3,0.29,"Hopkinton","Rhode Island",1672,339,"1000-2000"
"10715",10715,118356,"for_sale",3,2,0.35,"Ledyard","Connecticut",1560,279.9,"1000-2000"
"10716",10716,118366,"for_sale",3,3,1.1,"Richmond","Rhode Island",1824,499.9,"1000-2000"
"10717",10717,118367,"for_sale",2,1,0.85,"Westerly","Rhode Island",1310,379,"1000-2000"
"10718",10718,118375,"for_sale",2,1,0.26,"Westerly","Rhode Island",925,680,"<1000"
"10719",10719,118380,"for_sale",4,3,0.46,"South Kingstown","Rhode Island",2700,689.9,"2000-3000"
"10720",10720,118382,"for_sale",3,2,0.23,"South Kingstown","Rhode Island",1280,499.9,"1000-2000"
"10721",10721,118385,"for_sale",5,4,1.07,"Westerly","Rhode Island",2291,899,"2000-3000"
"10722",10722,118386,"for_sale",4,2,0.23,"Narragansett","Rhode Island",2024,799.9,"2000-3000"
"10723",10723,118387,"for_sale",5,3,0.36,"South Kingstown","Rhode Island",4141,525,"4000-5000"
"10724",10724,118388,"for_sale",3,3,0.17,"Narragansett","Rhode Island",1040,575,"1000-2000"
"10725",10725,118393,"for_sale",3,4,0.45,"Westerly","Rhode Island",1816,399.9,"1000-2000"
"10726",10726,118396,"for_sale",4,3,1.5,"Hopkinton","Rhode Island",3481,399,"3000-4000"
"10727",10727,118410,"for_sale",4,3,0.4,"Ledyard","Connecticut",1028,265,"1000-2000"
"10728",10728,118413,"for_sale",5,3,1.55,"Stonington","Connecticut",2016,349.5,"2000-3000"
"10729",10729,118414,"for_sale",6,2,0.28,"Westerly","Rhode Island",3016,379.9,"3000-4000"
"10730",10730,118417,"for_sale",3,4,0.48,"Coventry","Rhode Island",2422,574.995,"2000-3000"
"10731",10731,118423,"for_sale",3,2,0.23,"West Warwick","Rhode Island",1804,434.9,"1000-2000"
"10732",10732,118425,"for_sale",3,2,2,"Richmond","Rhode Island",1650,495,"1000-2000"
"10733",10733,118427,"for_sale",1,1,0.65,"Stonington","Connecticut",520,495,"<1000"
"10734",10734,118428,"for_sale",3,3,0.58,"South Kingstown","Rhode Island",4302,840,"4000-5000"
"10735",10735,118429,"for_sale",4,2,0.84,"South Kingstown","Rhode Island",1968,497,"1000-2000"
"10736",10736,118433,"for_sale",4,3,0.94,"Stonington","Connecticut",2821,699,"2000-3000"
"10737",10737,118435,"for_sale",4,3,0.71,"North Kingstown","Rhode Island",1294,559,"1000-2000"
"10738",10738,118439,"for_sale",2,2,0.6,"Narragansett","Rhode Island",1092,659,"1000-2000"
"10739",10739,118440,"for_sale",3,3,0.74,"South Kingstown","Rhode Island",2212,989.9,"2000-3000"
"10740",10740,118443,"for_sale",4,4,0.42,"Westerly","Rhode Island",2524,1350,"2000-3000"
"10741",10741,118444,"for_sale",5,6,1.4,"Westerly","Rhode Island",4951,2995,"4000-5000"
"10742",10742,118445,"for_sale",4,4,2,"East Greenwich","Rhode Island",3695,1395,"3000-4000"
"10743",10743,118446,"for_sale",3,4,1.64,"Westerly","Rhode Island",3520,1995,"3000-4000"
"10744",10744,118448,"for_sale",3,2,0.21,"Hopkinton","Rhode Island",1548,275,"1000-2000"
"10745",10745,118450,"for_sale",3,1,0.26,"Stonington","Connecticut",1022,260,"1000-2000"
"10746",10746,118452,"for_sale",3,2,1.02,"North Stonington","Connecticut",1196,280,"1000-2000"
"10747",10747,118454,"for_sale",3,2,0.67,"Westerly","Rhode Island",1595,399.9,"1000-2000"
"10748",10748,118456,"for_sale",3,1,0.36,"Stonington","Connecticut",1432,325,"1000-2000"
"10749",10749,118457,"for_sale",3,2,0.17,"Westerly","Rhode Island",2016,395,"2000-3000"
"10750",10750,118469,"for_sale",3,1,0.23,"Coventry","Rhode Island",960,319.9,"<1000"
"10751",10751,118470,"for_sale",3,2,0.94,"North Stonington","Connecticut",1176,465,"1000-2000"
"10752",10752,118472,"for_sale",5,4,0.24,"South Kingstown","Rhode Island",5048,689.9,"5000-6000"
"10753",10753,118473,"for_sale",4,4,1.64,"Westerly","Rhode Island",2200,749.9,"2000-3000"
"10754",10754,118474,"for_sale",2,1,0.11,"South Kingstown","Rhode Island",720,449,"<1000"
"10755",10755,118475,"for_sale",4,4,0.63,"South Kingstown","Rhode Island",3000,2999.9,"2000-3000"
"10756",10756,118478,"for_sale",3,2,0.25,"Narragansett","Rhode Island",1274,599.9,"1000-2000"
"10757",10757,118479,"for_sale",3,4,0.24,"Narragansett","Rhode Island",2760,3499,"2000-3000"
"10758",10758,118480,"for_sale",3,3,0.12,"Narragansett","Rhode Island",1532,1200,"1000-2000"
"10759",10759,118481,"for_sale",3,3,0.76,"Westerly","Rhode Island",2164,3495,"2000-3000"
"10760",10760,118482,"for_sale",4,3,0.89,"Westerly","Rhode Island",2700,995,"2000-3000"
"10761",10761,118484,"for_sale",2,2,0.12,"North Kingstown","Rhode Island",1503,489.9,"1000-2000"
"10762",10762,118486,"for_sale",5,2,0.23,"Narragansett","Rhode Island",2000,645.5,"1000-2000"
"10763",10763,118488,"for_sale",3,3,0.46,"Groton","Connecticut",1800,449.9,"1000-2000"
"10764",10764,118489,"for_sale",3,2,0.29,"Narragansett","Rhode Island",2174,799,"2000-3000"
"10765",10765,118492,"for_sale",3,2,0.14,"Mystic","Connecticut",1785,1010,"1000-2000"
"10766",10766,118497,"for_sale",4,2,0.18,"Stonington","Connecticut",1386,220,"1000-2000"
"10767",10767,118499,"for_sale",3,3,0.7,"Stonington","Connecticut",1216,405,"1000-2000"
"10768",10768,118500,"for_sale",2,1,0.33,"South Kingstown","Rhode Island",1008,570,"1000-2000"
"10769",10769,118501,"for_sale",4,2,0.07,"West Warwick","Rhode Island",2763,239.9,"2000-3000"
"10770",10770,118503,"for_sale",3,3,0.75,"Westerly","Rhode Island",2147,749,"2000-3000"
"10771",10771,118504,"for_sale",3,2,0.46,"Groton","Connecticut",1545,399.9,"1000-2000"
"10772",10772,118506,"for_sale",3,3,0.46,"Groton","Connecticut",2096,456,"2000-3000"
"10773",10773,118508,"for_sale",3,2,0.23,"North Stonington","Connecticut",1706,353.9,"1000-2000"
"10774",10774,118509,"for_sale",3,2,0.69,"Ledyard","Connecticut",1690,379.9,"1000-2000"
"10775",10775,118510,"for_sale",3,3,0.69,"Ledyard","Connecticut",1870,525,"1000-2000"
"10776",10776,118513,"for_sale",4,3,0.38,"Stonington","Connecticut",2200,529,"2000-3000"
"10777",10777,118519,"for_sale",8,8,0.99,"Groton","Connecticut",4468,625,"4000-5000"
"10778",10778,118525,"for_sale",3,3,1.95,"Griswold","Connecticut",2560,438.9,"2000-3000"
"10779",10779,118534,"for_sale",4,6,0.92,"Montauk","New York",3496,8250,"3000-4000"
"10780",10780,118537,"for_sale",4,3,1.56,"Groton","Connecticut",2400,549.9,"2000-3000"
"10781",10781,118539,"for_sale",2,2,0.17,"Groton","Connecticut",1215,119.9,"1000-2000"
"10782",10782,118542,"for_sale",2,2,0.2,"Groton","Connecticut",1215,129.9,"1000-2000"
"10783",10783,118544,"for_sale",2,2,0.32,"Stonington","Connecticut",2901,799,"2000-3000"
"10784",10784,118545,"for_sale",3,2,0.33,"Ledyard","Connecticut",1028,250,"1000-2000"
"10785",10785,118550,"for_sale",4,3,1.51,"Ledyard","Connecticut",1850,449.9,"1000-2000"
"10786",10786,118560,"for_sale",4,6,0.19,"Stonington","Connecticut",4314,5200,"4000-5000"
"10787",10787,118566,"for_sale",4,1,0.46,"Groton","Connecticut",1000,210,"<1000"
"10788",10788,118569,"for_sale",3,2,0.55,"Groton","Connecticut",1614,275,"1000-2000"
"10789",10789,118572,"for_sale",2,1,0.29,"Warwick","Rhode Island",864,259.9,"<1000"
"10790",10790,118576,"for_sale",2,3,1.03,"Ledyard","Connecticut",2554,249.9,"2000-3000"
"10791",10791,118577,"for_sale",4,3,1.26,"Griswold","Connecticut",1200,349.9,"1000-2000"
"10792",10792,118579,"for_sale",3,2,0.58,"Montauk","New York",1500,2395,"1000-2000"
"10793",10793,118580,"for_sale",4,2,0.8,"Montauk","New York",1500,3500,"1000-2000"
"10794",10794,118581,"for_sale",4,4,0.44,"Groton","Connecticut",4658,1989,"4000-5000"
"10795",10795,118585,"for_sale",6,3,1,"Block Island","Rhode Island",2799,1999,"2000-3000"
"10796",10796,118591,"for_sale",3,2,0.35,"Groton","Connecticut",864,289,"<1000"
"10797",10797,118612,"for_sale",3,2,0.27,"Montauk","New York",1742,2399,"1000-2000"
"10798",10798,118615,"for_sale",6,2,0.29,"Stonington","Connecticut",2638,550,"2000-3000"
"10799",10799,118616,"for_sale",4,5,0.28,"Stonington","Connecticut",2290,1875,"2000-3000"
"10800",10800,118631,"for_sale",3,2,0.19,"Groton","Connecticut",1150,257.9,"1000-2000"
"10801",10801,118643,"for_sale",4,4,0.29,"Groton","Connecticut",3009,1399,"3000-4000"
"10802",10802,118644,"for_sale",3,2,0.28,"Westerly","Rhode Island",971,360,"<1000"
"10803",10803,118647,"for_sale",4,3,0.42,"Ledyard","Connecticut",1044,239.9,"1000-2000"
"10804",10804,118655,"for_sale",4,2,0.3,"Groton","Connecticut",1594,425,"1000-2000"
"10805",10805,118657,"for_sale",3,3,0.24,"Groton","Connecticut",1701,549,"1000-2000"
"10806",10806,118658,"for_sale",2,1,0.08,"Groton","Connecticut",899,685,"<1000"
"10807",10807,118660,"for_sale",4,3,1.97,"South Kingstown","Rhode Island",2520,1599,"2000-3000"
"10808",10808,118662,"for_sale",4,4,0.93,"Stonington","Connecticut",3718,1086.575,"3000-4000"
"10809",10809,118663,"for_sale",3,2,0.5,"Ledyard","Connecticut",2424,260,"2000-3000"
"10810",10810,118664,"for_sale",4,1,1.4,"Griswold","Connecticut",1704,239.9,"1000-2000"
"10811",10811,118665,"for_sale",4,3,1.08,"Ledyard","Connecticut",2012,275,"2000-3000"
"10812",10812,118666,"for_sale",4,4,1.38,"Ledyard","Connecticut",3388,340,"3000-4000"
"10813",10813,118667,"for_sale",3,1,0.37,"Ledyard","Connecticut",1200,175,"1000-2000"
"10814",10814,118668,"for_sale",5,4,1.15,"Ledyard","Connecticut",2483,399,"2000-3000"
"10815",10815,118680,"for_sale",3,3,0.28,"Groton","Connecticut",1873,595,"1000-2000"
"10816",10816,118690,"for_sale",4,4,0.19,"Stonington","Connecticut",3368,1750,"3000-4000"
"10817",10817,118694,"for_sale",3,1,0.73,"Griswold","Connecticut",2093,250,"2000-3000"
"10818",10818,118698,"for_sale",4,3,1.52,"Preston","Connecticut",2184,415,"2000-3000"
"10819",10819,118709,"for_sale",3,2,0.78,"Ledyard","Connecticut",1686,359.9,"1000-2000"
"10820",10820,118731,"for_sale",3,3,0.28,"Groton","Connecticut",1804,300,"1000-2000"
"10821",10821,118743,"for_sale",4,3,0.92,"Ledyard","Connecticut",2324,535,"2000-3000"
"10822",10822,118744,"for_sale",4,6,0.83,"Montauk","New York",4325,9500,"4000-5000"
"10823",10823,118746,"for_sale",4,2,0.65,"Ledyard","Connecticut",2000,449,"1000-2000"
"10824",10824,118757,"for_sale",3,2,0.33,"Ledyard","Connecticut",1080,195,"1000-2000"
"10825",10825,118761,"for_sale",3,1,1.43,"Griswold","Connecticut",1002,220,"1000-2000"
"10826",10826,118774,"for_sale",3,2,1.37,"Charlestown","Rhode Island",1484,449.9,"1000-2000"
"10827",10827,118777,"for_sale",4,3,0.95,"Ledyard","Connecticut",2482,585,"2000-3000"
"10828",10828,118778,"for_sale",4,2,0.11,"Groton","Connecticut",2060,779,"2000-3000"
"10829",10829,118780,"for_sale",3,3,0.48,"South Kingstown","Rhode Island",1920,649.9,"1000-2000"
"10830",10830,118782,"for_sale",3,3,1.07,"Ledyard","Connecticut",1672,425,"1000-2000"
"10831",10831,118784,"for_sale",3,2,0.23,"Westerly","Rhode Island",1468,429,"1000-2000"
"10832",10832,118788,"for_sale",3,2,0.36,"North Kingstown","Rhode Island",2356,749,"2000-3000"
"10833",10833,118789,"for_sale",4,2,0.11,"South Kingstown","Rhode Island",1152,499.9,"1000-2000"
"10834",10834,118799,"for_sale",3,3,1.43,"Ledyard","Connecticut",1653,399,"1000-2000"
"10835",10835,118801,"for_sale",3,2,0.65,"Coventry","Rhode Island",1442,343.8,"1000-2000"
"10836",10836,118805,"for_sale",2,1,0.27,"Voluntown","Connecticut",963,179.9,"<1000"
"10837",10837,118808,"for_sale",2,1,0.24,"Groton","Connecticut",980,199,"<1000"
"10838",10838,118809,"for_sale",3,2,0.33,"Groton","Connecticut",936,289,"<1000"
"10839",10839,118833,"for_sale",4,2,0.28,"Groton","Connecticut",2136,729,"2000-3000"
"10840",10840,118838,"for_sale",3,2,0.21,"Montauk","New York",1408,1699,"1000-2000"
"10841",10841,118847,"for_sale",3,2,0.93,"Ledyard","Connecticut",1196,309,"1000-2000"
"10842",10842,118857,"for_sale",4,3,0.91,"Groton","Connecticut",3093,800,"3000-4000"
"10843",10843,118861,"for_sale",4,2,0.27,"Groton","Connecticut",1001,289,"1000-2000"
"10844",10844,118877,"for_sale",1,1,0.31,"Ledyard","Connecticut",639,115,"<1000"
"10845",10845,118881,"for_sale",3,4,1.94,"Griswold","Connecticut",2080,419.9,"2000-3000"
"10846",10846,118891,"for_sale",4,4,0.36,"Groton","Connecticut",2364,515,"2000-3000"
"10847",10847,118895,"for_sale",3,3,1.95,"Preston","Connecticut",2040,489,"2000-3000"
"10848",10848,118905,"for_sale",4,3,0.56,"Stonington","Connecticut",3371,1795,"3000-4000"
"10849",10849,118907,"for_sale",4,5,0.61,"Groton","Connecticut",4969,3690,"4000-5000"
"10850",10850,118919,"for_sale",3,1,0.27,"Groton","Connecticut",1128,269,"1000-2000"
"10851",10851,118924,"for_sale",2,1,0.34,"Ledyard","Connecticut",784,209.9,"<1000"
"10852",10852,118929,"for_sale",3,2,0.21,"Groton","Connecticut",1897,465,"1000-2000"
"10853",10853,118938,"for_sale",6,3,0.66,"Stonington","Connecticut",2959,1695,"2000-3000"
"10854",10854,118941,"for_sale",2,2,0.04,"Montauk","New York",644,995,"<1000"
"10855",10855,118954,"for_sale",2,2,0.33,"Ledyard","Connecticut",1142,300,"1000-2000"
"10856",10856,118970,"for_sale",3,3,0.49,"Groton","Connecticut",2566,835,"2000-3000"
"10857",10857,118987,"for_sale",3,2,1.45,"Preston","Connecticut",1290,319,"1000-2000"
"10858",10858,119002,"for_sale",3,2,0.29,"Groton","Connecticut",1658,459.9,"1000-2000"
"10859",10859,119007,"for_sale",3,2,0.19,"Groton","Connecticut",1070,649,"1000-2000"
"10860",10860,119010,"for_sale",3,2,0.05,"Stonington","Connecticut",1332,879,"1000-2000"
"10861",10861,119011,"for_sale",3,3,0.08,"Groton","Connecticut",1762,1475,"1000-2000"
"10862",10862,119020,"for_sale",3,1,1.07,"Groton","Connecticut",1905,265,"1000-2000"
"10863",10863,119023,"for_sale",3,1,1,"Griswold","Connecticut",1400,225,"1000-2000"
"10864",10864,119025,"for_sale",3,1,0.29,"Groton","Connecticut",1240,315,"1000-2000"
"10865",10865,119032,"for_sale",4,3,0.54,"Groton","Connecticut",2942,969.9,"2000-3000"
"10866",10866,119052,"for_sale",4,4,0.83,"Montauk","New York",3500,7500,"3000-4000"
"10867",10867,119055,"for_sale",4,4,0.16,"Groton","Connecticut",3086,1875,"3000-4000"
"10868",10868,119060,"for_sale",3,3,1.38,"Ledyard","Connecticut",1274,335,"1000-2000"
"10869",10869,119064,"for_sale",3,1,0.29,"Groton","Connecticut",978,329.9,"<1000"
"10870",10870,119072,"for_sale",4,4,0.28,"Groton","Connecticut",3898,3200,"3000-4000"
"10871",10871,119081,"for_sale",3,2,0.49,"South Kingstown","Rhode Island",1539,525,"1000-2000"
"10872",10872,119082,"for_sale",4,1,0.97,"South Kingstown","Rhode Island",1696,750,"1000-2000"
"10873",10873,119106,"for_sale",3,4,0.67,"Montauk","New York",1928,1495,"1000-2000"
"10874",10874,119107,"for_sale",2,1,0.22,"Westerly","Rhode Island",728,695,"<1000"
"10875",10875,119112,"for_sale",3,3,0.28,"North Kingstown","Rhode Island",1944,749.9,"1000-2000"
"10876",10876,119113,"for_sale",4,3,0.39,"Groton","Connecticut",2092,779,"2000-3000"
"10877",10877,119115,"for_sale",5,5,0.87,"South Kingstown","Rhode Island",3744,859,"3000-4000"
"10878",10878,119117,"for_sale",3,4,0.55,"Southold","New York",2650,1450,"2000-3000"
"10879",10879,119118,"for_sale",2,2,0.86,"Montauk","New York",1680,3700,"1000-2000"
"10880",10880,119119,"for_sale",5,6,0.31,"Narragansett","Rhode Island",4615,3245,"4000-5000"
"10881",10881,119123,"for_sale",3,3,0.17,"Montauk","New York",1850,1950,"1000-2000"
"10882",10882,119126,"for_sale",4,3,1.23,"Ledyard","Connecticut",1893,410,"1000-2000"
"10883",10883,119130,"for_sale",4,3,0.29,"Groton","Connecticut",2112,419,"2000-3000"
"10884",10884,119136,"for_sale",3,2,0.67,"Groton","Connecticut",1420,375,"1000-2000"
"10885",10885,119138,"for_sale",4,2,0.13,"West Warwick","Rhode Island",1400,349.9,"1000-2000"
"10886",10886,119139,"for_sale",2,1,0.73,"Stonington","Connecticut",1184,385,"1000-2000"
"10887",10887,119144,"for_sale",2,2,0.21,"Stonington","Connecticut",1665,625,"1000-2000"
"10888",10888,119145,"for_sale",4,3,0.42,"Groton","Connecticut",2527,669,"2000-3000"
"10889",10889,119165,"for_sale",4,3,0.28,"Groton","Connecticut",2086,325,"2000-3000"
"10890",10890,119167,"for_sale",3,2,0.19,"Groton","Connecticut",1150,295,"1000-2000"
"10891",10891,119169,"for_sale",4,2,0.3,"Groton","Connecticut",1425,189.9,"1000-2000"
"10892",10892,119192,"for_sale",3,3,0.35,"Groton","Connecticut",1808,475,"1000-2000"
"10893",10893,120379,"for_sale",3,2,0.26,"Johnston","Rhode Island",1252,349.9,"1000-2000"
"10894",10894,120390,"for_sale",3,2,0.2,"Cranston","Rhode Island",1311,489.9,"1000-2000"
"10895",10895,120418,"for_sale",3,2,2,"Little Compton","Rhode Island",1948,799,"1000-2000"
"10896",10896,120425,"for_sale",4,2,1.58,"Little Compton","Rhode Island",1922,1495,"1000-2000"
"10897",10897,120516,"for_sale",2,1,0.33,"Little Compton","Rhode Island",1152,1950,"1000-2000"
"10898",10898,120543,"for_sale",2,1,0.45,"Tiverton","Rhode Island",720,679,"<1000"
"10899",10899,120544,"for_sale",3,2,1.03,"Little Compton","Rhode Island",2598,1795,"2000-3000"
"10900",10900,120902,"for_sale",4,1,0.5,"Killingly","Connecticut",1502,229.9,"1000-2000"
"10901",10901,120904,"for_sale",4,3,1.2,"Killingly","Connecticut",2757,345.9,"2000-3000"
"10902",10902,120905,"for_sale",2,1,0.21,"Warwick","Rhode Island",736,180,"<1000"
"10903",10903,120909,"for_sale",2,2,0.37,"Brooklyn","Connecticut",1123,309,"1000-2000"
"10904",10904,120911,"for_sale",3,1,0.25,"Putnam","Connecticut",1345,269.9,"1000-2000"
"10905",10905,120928,"for_sale",3,3,1.22,"Warwick","Rhode Island",1709,550,"1000-2000"
"10906",10906,120936,"for_sale",3,3,0.45,"Killingly","Connecticut",1248,399.9,"1000-2000"
"10907",10907,120937,"for_sale",3,3,0.06,"Coventry","Rhode Island",2128,184.9,"2000-3000"
"10908",10908,120941,"for_sale",6,2,0.36,"Coventry","Rhode Island",3052,339.9,"3000-4000"
"10909",10909,120946,"for_sale",6,2,0.45,"Coventry","Rhode Island",3388,379,"3000-4000"
"10910",10910,120949,"for_sale",10,3,0.69,"Coventry","Rhode Island",4000,689.9,"3000-4000"
"10911",10911,120984,"for_sale",3,3,2,"West Greenwich","Rhode Island",2534,679,"2000-3000"
"10912",10912,120989,"for_sale",3,3,2,"West Greenwich","Rhode Island",2534,749.9,"2000-3000"
"10913",10913,121004,"for_sale",4,3,2,"East Greenwich","Rhode Island",3330,1699.5,"3000-4000"
"10914",10914,121007,"for_sale",2,2,0,"Warwick","Rhode Island",1700,579.9,"1000-2000"
"10915",10915,121022,"for_sale",2,2,0,"Warwick","Rhode Island",1700,559.9,"1000-2000"
"10916",10916,121024,"for_sale",4,4,2,"East Greenwich","Rhode Island",4250,1749.5,"4000-5000"
"10917",10917,121028,"for_sale",2,2,1.5,"Foster","Rhode Island",936,325,"<1000"
"10918",10918,121047,"for_sale",3,3,0.3,"Smithfield","Rhode Island",2776,499,"2000-3000"
"10919",10919,121131,"for_sale",5,3,0.65,"Groton","Connecticut",2843,415,"2000-3000"
"10920",10920,121134,"for_sale",3,2,0.46,"Ledyard","Connecticut",1126,279.9,"1000-2000"
"10921",10921,121135,"for_sale",3,2,1,"Ledyard","Connecticut",1782,334.9,"1000-2000"
"10922",10922,121155,"for_sale",3,3,0.25,"Montauk","New York",1423,2490,"1000-2000"
"10923",10923,121218,"for_sale",2,2,1,"Little Compton","Rhode Island",1248,920,"1000-2000"
"10924",10924,121225,"for_sale",6,7,1.3,"Little Compton","Rhode Island",8972,3995,"8000-9000"
"10925",10925,121249,"for_sale",3,2,0.57,"Brooklyn","Connecticut",1892,219,"1000-2000"
"10926",10926,121259,"for_sale",5,3,0.35,"Coventry","Rhode Island",2624,669.9,"2000-3000"
"10927",10927,121269,"for_sale",4,3,0.3,"Coventry","Rhode Island",2468,649.9,"2000-3000"
"10928",10928,121277,"for_sale",3,3,0.46,"Coventry","Rhode Island",2063,584.9,"2000-3000"
"10929",10929,121286,"for_sale",3,1,0.18,"Coventry","Rhode Island",960,299.9,"<1000"
"10930",10930,121289,"for_sale",3,2,0.33,"Coventry","Rhode Island",2075,425,"2000-3000"
"10931",10931,121291,"for_sale",3,1,0.23,"Coventry","Rhode Island",960,289.9,"<1000"
"10932",10932,121293,"for_sale",4,4,0.69,"East Greenwich","Rhode Island",3150,874.5,"3000-4000"
"10933",10933,121295,"for_sale",4,4,0.69,"East Greenwich","Rhode Island",3374,1100,"3000-4000"
"10934",10934,121299,"for_sale",4,4,0.69,"East Greenwich","Rhode Island",3150,899.9,"3000-4000"
"10935",10935,121324,"for_sale",2,2,0,"Warwick","Rhode Island",1720,559.9,"1000-2000"
"10936",10936,121345,"for_sale",4,2,1.01,"West Warwick","Rhode Island",2542,275,"2000-3000"
"10937",10937,121351,"for_sale",4,1,0.87,"Plainfield","Connecticut",1378,325,"1000-2000"
"10938",10938,121358,"for_sale",6,3,0.11,"Norwich","Connecticut",2788,50,"2000-3000"
"10939",10939,121365,"for_sale",3,2,0.21,"Cranston","Rhode Island",1400,495,"1000-2000"
"10940",10940,121390,"for_sale",3,3,0.46,"Groton","Connecticut",1764,444.9,"1000-2000"
"10941",10941,121412,"for_sale",3,2,0.22,"Warwick","Rhode Island",2426,239.9,"2000-3000"
"10942",10942,122698,"for_sale",3,1,0.18,"Warwick","Rhode Island",912,290,"<1000"
"10943",10943,122703,"for_sale",3,2,0.16,"Cranston","Rhode Island",968,359.9,"<1000"
"10944",10944,122722,"for_sale",4,2,0.2,"Shrewsbury","Massachusetts",2640,560,"2000-3000"
"10945",10945,122773,"for_sale",3,2,0.11,"Cranston","Rhode Island",1131,319.9,"1000-2000"
"10946",10946,123147,"for_sale",4,1,0.33,"Norwich","Connecticut",1536,119.9,"1000-2000"
"10947",10947,123155,"for_sale",4,3,1.83,"Ledyard","Connecticut",2157,459.9,"2000-3000"
"10948",10948,123159,"for_sale",3,3,0.69,"Ledyard","Connecticut",2200,442,"2000-3000"
"10949",10949,123165,"for_sale",4,2,0.14,"Plainfield","Connecticut",1591,99.9,"1000-2000"
"10950",10950,123169,"for_sale",8,3,0.15,"Griswold","Connecticut",2341,234.9,"2000-3000"
"10951",10951,123170,"for_sale",3,2,0.11,"Norwich","Connecticut",1838,99,"1000-2000"
"10952",10952,123183,"for_sale",3,2,1.6,"Lisbon","Connecticut",1444,259,"1000-2000"
"10953",10953,123185,"for_sale",11,4,0.11,"Norwich","Connecticut",3724,149.9,"3000-4000"
"10954",10954,123187,"for_sale",3,2,0.64,"Brooklyn","Connecticut",1428,349,"1000-2000"
"10955",10955,123197,"for_sale",7,4,1.2,"Sprague","Connecticut",5322,469,"5000-6000"
"10956",10956,123199,"for_sale",4,5,1.01,"Montauk","New York",4200,5650,"4000-5000"
"10957",10957,123201,"for_sale",4,1,0.18,"Norwich","Connecticut",1492,169.9,"1000-2000"
"10958",10958,123205,"for_sale",4,2,0.22,"Norwich","Connecticut",2845,129.9,"2000-3000"
"10959",10959,123206,"for_sale",4,2,1.3,"Ledyard","Connecticut",1800,279.9,"1000-2000"
"10960",10960,123211,"for_sale",5,2,0.15,"Norwich","Connecticut",1224,140,"1000-2000"
"10961",10961,123216,"for_sale",4,2,1.2,"Montauk","New York",2000,5250,"1000-2000"
"10962",10962,123219,"for_sale",4,2,0.29,"Groton","Connecticut",1704,229.9,"1000-2000"
"10963",10963,123226,"for_sale",5,4,1.1,"Plainfield","Connecticut",3894,310,"3000-4000"
"10964",10964,123231,"for_sale",4,4,0.15,"Killingly","Connecticut",3750,328.9,"3000-4000"
"10965",10965,123232,"for_sale",6,8,0.57,"Montauk","New York",4011,3450,"4000-5000"
"10966",10966,123234,"for_sale",3,1,0.25,"Griswold","Connecticut",1050,169.9,"1000-2000"
"10967",10967,123242,"for_sale",3,2,0.22,"Groton","Connecticut",1365,252,"1000-2000"
"10968",10968,123244,"for_sale",3,2,0.13,"Norwich","Connecticut",1302,159.9,"1000-2000"
"10969",10969,123249,"for_sale",3,2,0.41,"Montauk","New York",1900,1718,"1000-2000"
"10970",10970,123258,"for_sale",3,2,0.27,"Preston","Connecticut",1362,135,"1000-2000"
"10971",10971,123260,"for_sale",2,4,0.05,"Norwich","Connecticut",2124,165,"2000-3000"
"10972",10972,123267,"for_sale",3,2,0.69,"Killingly","Connecticut",1200,175,"1000-2000"
"10973",10973,123273,"for_sale",3,2,0.97,"Plainfield","Connecticut",1200,379.9,"1000-2000"
